Code Domaine,Domaine,Code Pays,Pays,Code Élément,Élément,Code Produit,Produit,Code Année,Année,Unité,Valeur,Symbole,Description du Symbole
"FBS","Bilans Alimentaires","249","Yémen","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","37","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","251","Zambie","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","46","S","Données standardisées"
"FBS","Bilans Alimentaires","251","Zambie","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","2","S","Données standardisées"
"FBS","Bilans Alimentaires","251","Zambie","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","11","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","181","Zimbabwe","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","64","S","Données standardisées"
"FBS","Bilans Alimentaires","181","Zimbabwe","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","6","S","Données standardisées"
"FBS","Bilans Alimentaires","181","Zimbabwe","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","17","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","351","Chine","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","18938","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires","351","Chine","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","1903","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires","351","Chine","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","65","Fc","Donnée calculée"
